,Identifier,Start date,End date,Number of deaths,Incident,State,Year
5932,IBD025976,2022-12-21,2022-12-21,6,Auto Crash,Bauchi,2022.0
5933,IBD025974,2022-12-20,2022-12-20,3,Boat Mishap,Delta,2022.0
5934,IBD026127,2022-12-20,2022-12-20,1,Assailants vs Man,Bauchi,2022.0
5935,IBD026022,2022-12-20,2022-12-20,3,Found Dead,Lagos,2022.0
5936,IBD025967,2022-12-19,2022-12-19,1,Auto Crash,Akwa Ibom,2022.0
5937,IBD025970,2022-12-19,2022-12-19,14,Army vs IPOB/ESN,Ebonyi,2022.0
5938,IBD025968,2022-12-19,2022-12-19,2,Soldier vs Guest,Lagos,2022.0
5939,IBD025962,2022-12-19,2022-12-19,8,Auto Crash,Adamawa,2022.0
5940,IBD025957,2022-12-18,2022-12-19,130,Banditry,Zamfara,2022.0
5941,IBD025947,2022-12-18,2022-12-18,3,Auto Crash,Ondo,2022.0
5942,IBD025990,2022-12-18,2022-12-18,1,Banditry,Niger,2022.0
5943,IBD025973,2022-12-18,2022-12-18,1,Cult Killing,Akwa Ibom,2022.0
5944,IBD025958,2022-12-18,2022-12-18,35,Bandits Kill 37,Kaduna,2022.0
5945,IBD025961,2022-12-18,2022-12-18,40,Boat Mishap,Kogi,2022.0
5946,IBD025959,2022-12-18,2022-12-18,12,Police vs Kidnappers,Bauchi,2022.0
5947,IBD025965,2022-12-18,2022-12-18,1,Police vs Armed Robbers,Kebbi,2022.0
5948,IBD026104,2022-12-18,2022-12-18,1,Guard,Anambra,2022.0
5949,IBD025963,2022-12-18,2022-12-18,4,Police vs Kidnappers,Abia,2022.0
5950,IBD025944,2022-12-17,2022-12-17,1,Kidnappers vs Businessman,Ondo,2022.0
5951,IBD025950,2022-12-17,2022-12-18,24,Fulani Attack,Enugu,2022.0
5952,IBD025991,2022-12-17,2022-12-17,1,Fish Farmer,Ogun,2022.0
5953,IBD025951,2022-12-17,2022-12-17,14,Auto Crash,Niger,2022.0
5954,IBD025946,2022-12-17,2022-12-17,1,Auto Crash,Bauchi,2022.0
5955,IBD025966,2022-12-17,2022-12-17,11,Auto Crash,Kano,2022.0
5956,IBD025943,2022-12-17,2022-12-17,15,Vigilante vs Bandits,Zamfara,2022.0
5957,IBD025945,2022-12-17,2022-12-17,1,Man vs Friend,Cross River,2022.0
5958,IBD025956,2022-12-17,2022-12-17,1,Kidnappers Kill Commissioner,Anambra,2022.0
5959,IBD029303,2022-12-17,2022-12-17,1,Kidnappers vs Monarch,Imo,2022.0
5960,IBD025953,2022-12-16,2022-12-16,3,Inferno,Jigawa,2022.0
5961,IBD025938,2022-12-16,2022-12-16,1,Political Violence,Imo,2022.0
5962,IBD025949,2022-12-16,2022-12-16,3,Herdsmen vs Farmers,Benue,2022.0
5963,IBD025942,2022-12-16,2022-12-16,20,Bandits Kill 20,Zamfara,2022.0
5964,IBD025931,2022-12-15,2022-12-15,1,Train Accident,(FCT) Abuja,2022.0
5965,IBD025960,2022-12-15,2022-12-15,1,Police vs Motorcyclist,Lagos,2022.0
5966,IBD025940,2022-12-15,2022-12-15,3,Cult Clash,Rivers,2022.0
5967,IBD026659,2022-12-15,2022-12-15,2,Cultism,Lagos,2022.0
5968,IBD025932,2022-12-14,2022-12-14,1,Auto Crash,Anambra,2022.0
5969,IBD025937,2022-12-14,2022-12-14,2,Police vs Gunmen,Ebonyi,2022.0
5970,IBD025927,2022-12-14,2022-12-14,1,Electrocution,Lagos,2022.0
5971,IBD025941,2022-12-14,2022-12-14,1,Man vs Friend,Delta,2022.0
5972,IBD025923,2022-12-14,2022-12-14,2,Police vs Bandits,Katsina,2022.0
5973,IBD025930,2022-12-14,2022-12-14,4,Auto Crash,Borno,2022.0
5974,IBD025925,2022-12-14,2022-12-14,4,Terrorists Attack,Kaduna,2022.0
5975,IBD025939,2022-12-13,2022-12-13,1,Cult Killing,Osun,2022.0
5976,IBD025921,2022-12-13,2022-12-13,3,Terrorists Attack,Kaduna,2022.0
5977,IBD025934,2022-12-13,2022-12-13,6,Gunmen Attack,Sokoto,2022.0
5978,IBD025929,2022-12-13,2022-12-13,1,Woman vs Neighbour,Kano,2022.0
5979,IBD025924,2022-12-13,2022-12-13,1,Police vs Kidnappers,Delta,2022.0
5980,IBD026524,2022-12-13,2022-12-13,1,Robbers vs Tricycle Rider,Ogun,2022.0
5981,IBD025922,2022-12-13,2022-12-13,5,Cult Killing,Akwa Ibom,2022.0
5982,IBD026837,2022-12-13,2022-12-13,2,Banditry,Kaduna,2022.0
5983,IBD025909,2022-12-12,2022-12-12,5,Gunmen vs Police,Imo,2022.0
5984,IBD025918,2022-12-12,2022-12-12,1,Police vs Bandits,Sokoto,2022.0
5985,IBD025916,2022-12-12,2022-12-12,14,Auto Crash,Kebbi,2022.0
5986,IBD025899,2022-12-12,2022-12-12,5,Gunmen Attack,Ebonyi,2022.0
5987,IBD025978,2022-12-12,2022-12-12,2,Police vs Kidnappers,Ekiti,2022.0
5988,IBD026059,2022-12-11,2022-12-11,1,Man vs Daughter,Akwa Ibom,2022.0
5989,IBD025910,2022-12-11,2022-12-11,1,Gunmen vs Pregnant Woman,Borno,2022.0
5990,IBD025903,2022-12-11,2022-12-11,1,Auto Crash,Lagos,2022.0
5991,IBD025897,2022-12-11,2022-12-11,1,Assailant vs Lady,Plateau,2022.0
5992,IBD025926,2022-12-11,2022-12-11,1,Policeman vs Man,Rivers,2022.0
5993,IBD025912,2022-12-11,2022-12-11,28,NAF vs Bandits,Kaduna,2022.0
5994,IBD025920,2022-12-11,2022-12-11,1,Gunmen vs Man,Ogun,2022.0
5995,IBD025907,2022-12-11,2022-12-11,1,Tanker Explosion,Ogun,2022.0
5996,IBD025901,2022-12-10,2022-12-10,6,Auto Crash,Kogi,2022.0
5997,IBD025911,2022-12-10,2022-12-10,10,NAF vs Bandits,Kaduna,2022.0
5998,IBD025906,2022-12-10,2022-12-10,1,Bandits vs District Head,Zamfara,2022.0
5999,IBD025900,2022-12-10,2022-12-10,6,Auto Crash,Bauchi,2022.0
6001,IBD026170,2022-12-10,2022-12-10,4,Police vs Kidnappers,Bauchi,2022.0
6002,IBD025919,2022-12-10,2022-12-10,1,Robber vs Man,Ogun,2022.0
6004,IBD025890,2022-12-09,2022-12-09,1,Gunmen vs Policeman,Imo,2022.0
6005,IBD025895,2022-12-09,2022-12-09,2,Gunmen Kill 2,Imo,2022.0
6006,IBD025915,2022-12-09,2022-12-09,1,Gunmen vs Woman,Oyo,2022.0
6007,IBD025894,2022-12-09,2022-12-09,2,Gunmen vs Expatriates,Imo,2022.0
6008,IBD025902,2022-12-09,2022-12-09,8,Gunmen vs 8 Northerners,Imo,2022.0
6009,IBD025904,2022-12-09,2022-12-10,27,Banditry,Bauchi,2022.0
6010,IBD025898,2022-12-09,2022-12-09,2,Gunmen Kill 2,Enugu,2022.0
6011,IBD025893,2022-12-09,2022-12-09,4,Gunmen Kill 4,Imo,2022.0
6012,IBD025914,2022-12-09,2022-12-09,1,Policewoman vs House Maid,Oyo,2022.0
6013,IBD025896,2022-12-09,2022-12-09,10,Police vs IPOB/ESN,Imo,2022.0
6014,IBD025885,2022-12-08,2022-12-08,1,Army vs IPOB/ESN,Enugu,2022.0
6015,IBD025928,2022-12-08,2022-12-08,1,Herdsmen Attack,Kwara,2022.0
6016,IBD025886,2022-12-08,2022-12-08,3,Banditry,Gombe,2022.0
6017,IBD025884,2022-12-08,2022-12-08,12,Gunmen Attack,Enugu,2022.0
6018,IBD025983,2022-12-08,2022-12-08,1,Auto Crash,Ogun,2022.0
6019,IBD025883,2022-12-07,2022-12-07,9,Army vs Bandits,Kaduna,2022.0
6020,IBD025876,2022-12-07,2022-12-07,1,Police vs Man,Lagos,2022.0
6021,IBD025878,2022-12-06,2022-12-06,1,Gunmen Attack,(FCT) Abuja,2022.0
6022,IBD025870,2022-12-06,2022-12-06,1,Boxer Dies,Delta,2022.0
6023,IBD025888,2022-12-06,2022-12-06,1,Witchcraft,Bauchi,2022.0
6024,IBD025859,2022-12-06,2022-12-06,7,Auto Crash,Niger,2022.0
6025,IBD025880,2022-12-06,2022-12-06,3,Auto Crash,Jigawa,2022.0
6026,IBD025879,2022-12-06,2022-12-06,8,Army vs ISWAP,Borno,2022.0
6027,IBD025877,2022-12-05,2022-12-05,1,Man vs Wife,Lagos,2022.0
6028,IBD025868,2022-12-05,2022-12-05,6,Bandits vs Policemen,Sokoto,2022.0
6029,IBD025867,2022-12-05,2022-12-05,4,Cult Clash,Delta,2022.0
6030,IBD025872,2022-12-05,2022-12-05,30,Army vs Bandits,Kaduna,2022.0
6031,IBD025874,2022-12-05,2022-12-05,56,Boko Haram vs ISWAP,Borno,2022.0
6032,IBD025856,2022-12-05,2022-12-05,2,Auto Crash,Anambra,2022.0
6033,IBD025881,2022-12-05,2022-12-05,1,Guard vs Employer,Gombe,2022.0
6034,IBD025871,2022-12-05,2022-12-05,3,Policeman vs Gunman,Ebonyi,2022.0
6035,IBD026045,2022-12-04,2022-12-04,7,Witchcraft,Adamawa,2022.0
6036,IBD025865,2022-12-04,2022-12-04,1,Vandals vs Vigilante,Rivers,2022.0
6037,IBD025869,2022-12-04,2022-12-04,1,Security Agents vs Tricycle Rider,Plateau,2022.0
6038,IBD025854,2022-12-04,2022-12-04,1,Domestic Violence,Lagos,2022.0
6039,IBD025917,2022-12-04,2022-12-04,1,Woman vs Child,Kebbi,2022.0
6040,IBD025855,2022-12-03,2022-12-03,24,Army vs Boko Haram,Borno,2022.0
6041,IBD025863,2022-12-03,2022-12-03,1,Collapsed Building,Akwa Ibom,2022.0
6042,IBD025853,2022-12-03,2022-12-03,1,Naval Officers vs Police,Lagos,2022.0
6043,IBD025857,2022-12-03,2022-12-03,3,Auto Crash,Delta,2022.0
6044,IBD025860,2022-12-02,2022-12-02,1,Herders vs Farmers,Rivers,2022.0
6045,IBD025849,2022-12-02,2022-12-02,8,Farmers vs Herders,Borno,2022.0
6046,IBD025861,2022-12-02,2022-12-02,2,Robbers,Delta,2022.0
6047,IBD025851,2022-12-02,2022-12-02,5,Auto Crash,Bauchi,2022.0
6048,IBD025862,2022-12-02,2022-12-02,1,Robbers vs Man,Oyo,2022.0
6049,IBD025858,2022-12-02,2022-12-02,1,Domestic Violence Jigawa,Jigawa,2022.0
6050,IBD026265,2022-12-02,2022-12-02,1,Work Accident,Lagos,2022.0
6051,IBD025852,2022-12-02,2022-12-02,20,Army vs Bandits,Niger,2022.0
6052,IBD025882,2022-12-02,2022-12-02,1,Pregnant Girl Dies,Akwa Ibom,2022.0
6053,IBD025847,2022-12-01,2022-12-01,4,Drug Overdose,Bayelsa,2022.0
6054,IBD025866,2022-12-01,2022-12-01,17,NAF vs Bandits,Kaduna,2022.0
6055,IBD025913,2022-12-01,2022-12-01,1,Scrap Collector vs Man,Lagos,2022.0
6056,IBD025840,2022-12-01,2022-12-01,1,Auto Crash,Enugu,2022.0
6057,IBD025839,2022-12-01,2022-12-01,4,Auto Crash,Adamawa,2022.0
6058,IBD025964,2022-12-01,2022-12-01,1,Mother vs Son,Oyo,2022.0
6059,IBD025837,2022-11-30,2022-11-30,1,Assailants vs Victim,Edo,2022.0
6060,IBD025846,2022-11-30,2022-11-30,3,Troops vs Terrorist,Zamfara,2022.0
6061,IBD025844,2022-11-30,2022-11-30,1,Bandits Kill 1,Sokoto,2022.0
6062,IBD025843,2022-11-30,2022-11-30,6,Bandits Kill 6,Sokoto,2022.0
6063,IBD025838,2022-11-30,2022-11-30,1,Father vs Daughter,Delta,2022.0
6064,IBD025842,2022-11-30,2022-11-30,1,Cultism,Lagos,2022.0
6065,IBD025828,2022-11-30,2022-11-30,1,Auto Crash,Lagos,2022.0
6066,IBD025829,2022-11-30,2022-11-30,3,Gunmen vs Family,Benue,2022.0
6067,IBD025845,2022-11-30,2022-11-30,20,Troops vs Terrorist,Katsina,2022.0
6068,IBD025850,2022-11-30,2022-11-30,1,Found Dead,Bauchi,2022.0
6069,IBD025826,2022-11-29,2022-11-29,1,Mother vs Daughter,Cross River,2022.0
6070,IBD025820,2022-11-29,2022-11-29,1,Kidnap Victim,Katsina,2022.0
6071,IBD025835,2022-11-29,2022-11-29,1,Gunmen vs Police,Delta,2022.0
6072,IBD025834,2022-11-29,2022-11-29,1,Boy vs Girlfriend,Ogun,2022.0
6073,IBD025822,2022-11-29,2022-11-29,1,Charm Testing,Enugu,2022.0
6074,IBD025836,2022-11-29,2022-11-29,1,Medical Negligence,Rivers,2022.0
6075,IBD025819,2022-11-29,2022-11-29,2,Bandits Attack,Katsina,2022.0
6076,IBD025830,2022-11-29,2022-11-29,1,Hunters vs Man,Ondo,2022.0
6077,IBD025821,2022-11-28,2022-11-28,2,Auto Crash,Bauchi,2022.0
6078,IBD025818,2022-11-28,2022-11-28,1,Political Violence,Kaduna,2022.0
6079,IBD025823,2022-11-28,2022-11-28,1,Assailants vs Musician,Anambra,2022.0
6080,IBD025832,2022-11-28,2022-11-28,1,Domestic Violence,Bauchi,2022.0
6081,IBD025833,2022-11-28,2022-11-28,2,Kidnap Victims,Kaduna,2022.0
6082,IBD025817,2022-11-28,2022-11-28,1,Gunmen Attack,Kogi,2022.0
6083,IBD025802,2022-11-27,2022-11-27,3,Auto Crash,Ogun,2022.0
6084,IBD025841,2022-11-27,2022-11-27,1,Robbers vs Woman,Kogi,2022.0
6085,IBD025815,2022-11-27,2022-11-27,3,Food Poisoning,Kaduna,2022.0
6086,IBD025808,2022-11-27,2022-11-27,1,Assailants vs Motorcycle Thief,Edo,2022.0
6087,IBD026002,2022-11-27,2022-11-27,1,Fulani Militia vs Man,Katsina,2022.0
6088,IBD026026,2022-11-27,2022-11-27,1,Cult Killing,Ogun,2022.0
6089,IBD025825,2022-11-27,2022-11-27,30,NAF vs ISWAP,Borno,2022.0
6090,IBD025803,2022-11-26,2022-11-26,4,Army vs Bandits,Kaduna,2022.0
6091,IBD025804,2022-11-26,2022-11-26,6,Pirates,Akwa Ibom,2022.0
6092,IBD025799,2022-11-26,2022-11-26,3,Cult Clash,Anambra,2022.0
6093,IBD025979,2022-11-26,2022-11-26,1,Lawyer vs Lover,Lagos,2022.0
6094,IBD025800,2022-11-26,2022-11-26,2,Gunmen Attack,Ondo,2022.0
6095,IBD025824,2022-11-25,2022-11-25,1,Herbalist vs Lotto Operator,Ogun,2022.0
6096,IBD025794,2022-11-25,2022-11-25,11,Gunmen Attack,Kaduna,2022.0
6097,IBD025796,2022-11-25,2022-11-25,2,Gunmen Attack,Kaduna,2022.0
6098,IBD025795,2022-11-25,2022-11-25,2,Gunmen Attack,Kaduna,2022.0
6099,IBD025801,2022-11-25,2022-11-25,1,Man vs Boy,Ogun,2022.0
6100,IBD025798,2022-11-24,2022-11-24,5,Army vs Boko Haram,Borno,2022.0
6101,IBD025792,2022-11-24,2022-11-24,2,Auto Crash,Delta,2022.0
6102,IBD025827,2022-11-24,2022-11-29,41,NAF vs ISWAP,Borno,2022.0
6103,IBD025789,2022-11-24,2022-11-24,4,Gunmen vs Police,Rivers,2022.0
6104,IBD025790,2022-11-23,2022-11-23,19,Banditry,Zamfara,2022.0
6105,IBD025788,2022-11-23,2022-11-23,1,Ritual Killing,Ogun,2022.0
6106,IBD025783,2022-11-23,2022-11-23,1,Auto Crash,Lagos,2022.0
6107,IBD025805,2022-11-23,2022-11-23,1,Political Crisis,Borno,2022.0
6108,IBD025778,2022-11-23,2022-11-23,1,Police vs Youths,Osun,2022.0
6109,IBD025764,2022-11-22,2022-11-22,37,Auto Crash,Bauchi,2022.0
6110,IBD025777,2022-11-22,2022-11-22,8,Gunmen Attack,Plateau,2022.0
6111,IBD025831,2022-11-22,2022-11-22,1,Woman vs Septuagenarian,Ogun,2022.0
6112,IBD025765,2022-11-22,2022-11-22,1,Police vs Armed Robbers,Imo,2022.0
6113,IBD025761,2022-11-22,2022-11-22,17,Auto Crash,(FCT) Abuja,2022.0
6114,IBD025763,2022-11-22,2022-11-22,37,Auto Crash,Borno,2022.0
6115,IBD025766,2022-11-22,2022-11-22,2,Auto Crash,Plateau,2022.0
6116,IBD025811,2022-11-22,2022-11-22,1,Woman vs Co-Wife,Bauchi,2022.0
6117,IBD025791,2022-11-21,2022-11-21,2,Auto Crash,Akwa Ibom,2022.0
6118,IBD025768,2022-11-21,2022-11-21,5,Auto Crash,Borno,2022.0
6119,IBD025782,2022-11-21,2022-11-21,50,ISWAP vs Boko Haram,Borno,2022.0
6120,IBD025759,2022-11-21,2022-11-21,1,Found Dead,Bayelsa,2022.0
6121,IBD025762,2022-11-21,2022-11-21,3,Inferno,Kano,2022.0
6122,IBD025767,2022-11-21,2022-11-21,5,Auto Crash,Kogi,2022.0
6123,IBD025769,2022-11-21,2022-11-21,5,Auto Crash,Yobe,2022.0
6124,IBD025743,2022-11-20,2022-11-20,2,Police vs Gunmen,Enugu,2022.0
6125,IBD025739,2022-11-20,2022-11-20,1,Lady vs Boyfriend,Lagos,2022.0
6126,IBD025753,2022-11-20,2022-11-20,11,Food Poisoning,Benue,2022.0
6127,IBD025781,2022-11-20,2022-11-20,2,Herdsmen Attack,Rivers,2022.0
6128,IBD025744,2022-11-20,2022-11-20,1,Mob vs Man,Niger,2022.0
6129,IBD025746,2022-11-20,2022-11-20,1,Herder vs Sibling,(FCT) Abuja,2022.0
6130,IBD025785,2022-11-20,2022-11-20,1,Student vs Colleagues,Sokoto,2022.0
6131,IBD025737,2022-11-19,2022-11-19,9,Auto Crash,Kano,2022.0
6132,IBD025747,2022-11-19,2022-11-19,1,Man vs Woman,Kano,2022.0
6133,IBD025727,2022-11-19,2022-11-19,3,Gunmen vs Policemen,Enugu,2022.0
6134,IBD025760,2022-11-19,2022-11-21,10,Herdsmen Attack,Enugu,2022.0
6135,IBD025873,2022-11-19,2022-11-19,1,Man vs Lover,Oyo,2022.0
6136,IBD025740,2022-11-19,2022-11-19,9,Air Force vs Bandits,Kaduna,2022.0
6137,IBD025745,2022-11-19,2022-11-19,20,Air Force vs Bandits,Kaduna,2022.0
6138,IBD025742,2022-11-19,2022-11-19,2,Mob vs Transport Boss,Oyo,2022.0
6139,IBD025971,2022-11-19,2022-11-19,2,IPOB/ESN vs Vigilante,Enugu,2022.0
6140,IBD025729,2022-11-19,2022-11-19,1,Farmer Kills Attacker,Katsina,2022.0
6141,IBD025954,2022-11-19,2022-11-19,2,Kidnappers vs Couple,Anambra,2022.0
6142,IBD025755,2022-11-19,2022-11-19,1,Female Corpse,Lagos,2022.0
6143,IBD025748,2022-11-19,2022-11-19,1,Gunmen vs Police,Enugu,2022.0
6144,IBD025731,2022-11-18,2022-11-18,3,Mob vs Robbers,Ebonyi,2022.0
6145,IBD025809,2022-11-18,2022-11-18,1,Police vs Man,Adamawa,2022.0
6146,IBD025730,2022-11-18,2022-11-18,2,Gunmen Attack,Ebonyi,2022.0
6147,IBD026015,2022-11-18,2022-11-18,1,Bandits vs Police,Kaduna,2022.0
6148,IBD025728,2022-11-18,2022-11-18,2,Gunmen Kill 2,Enugu,2022.0
6149,IBD025725,2022-11-18,2022-11-18,2,Gunmen vs Ex-Commissioner,Enugu,2022.0
6150,IBD025715,2022-11-17,2022-11-17,1,Auto Crash,Kwara,2022.0
6151,IBD025716,2022-11-17,2022-11-17,6,Auto Crash,(FCT) Abuja,2022.0
6152,IBD025741,2022-11-16,2022-11-16,2,Assailants vs Businessman,Delta,2022.0
6153,IBD025712,2022-11-16,2022-11-16,3,Soldier vs Colleague,Borno,2022.0
6154,IBD025710,2022-11-16,2022-11-16,1,Bandits vs Imam,Sokoto,2022.0
6155,IBD025816,2022-11-16,2022-11-16,1,Land Vendor vs Man,Benue,2022.0
6156,IBD025749,2022-11-16,2022-11-19,10,Air Force vs Bandits,Kaduna,2022.0
6157,IBD025714,2022-11-16,2022-11-16,7,Police vs Bandits,Niger,2022.0
6158,IBD025700,2022-11-16,2022-11-16,21,Boko Haram vs Women,Borno,2022.0
6159,IBD025751,2022-11-16,2022-11-19,10,Air Force vs Bandits,Kaduna,2022.0
6160,IBD025750,2022-11-16,2022-11-19,10,Air Force vs Bandits,Kaduna,2022.0
6161,IBD025709,2022-11-16,2022-11-16,2,Auto Crash,Bauchi,2022.0
6162,IBD025736,2022-11-16,2022-11-17,16,NAF vs Boko Haram,Borno,2022.0
6163,IBD025812,2022-11-16,2022-11-16,1,Man Stab One,Bauchi,2022.0
6164,IBD025780,2022-11-16,2022-11-16,1,Woman vs Husband,Oyo,2022.0
6165,IBD025713,2022-11-16,2022-11-16,1,Terrorists Attack,Plateau,2022.0
6166,IBD025688,2022-11-15,2022-11-15,1,Auto Crash,Lagos,2022.0
6167,IBD025787,2022-11-15,2022-11-15,9,Gunmen Attack,Plateau,2022.0
6168,IBD025689,2022-11-15,2022-11-15,10,Gunmen vs Family,Plateau,2022.0
6169,IBD025683,2022-11-15,2022-11-15,1,Party Stalwart,Plateau,2022.0
6170,IBD025996,2022-11-15,2022-11-15,1,Gunmen vs Ebubeagu Operative,Ebonyi,2022.0
6171,IBD025599,2022-11-15,2022-11-15,1,Kidnappers vs Guard,Benue,2022.0
6172,IBD025754,2022-11-14,2022-11-14,1,Man vs Wife,Ogun,2022.0
6173,IBD025738,2022-11-14,2022-11-14,2,Man vs Mother-in-law,Lagos,2022.0
6174,IBD025699,2022-11-14,2022-11-14,3,Gunmen Attack,Plateau,2022.0
6175,IBD025711,2022-11-14,2022-11-14,2,Bandits vs Farmers,Sokoto,2022.0
6176,IBD025679,2022-11-14,2022-11-14,2,Gunmen vs Woman,Imo,2022.0
6177,IBD025687,2022-11-14,2022-11-14,2,Decomposed Corps,Bauchi,2022.0
6178,IBD025691,2022-11-14,2022-11-14,14,Soldiers vs Boko Haram,Borno,2022.0
6179,IBD025670,2022-11-14,2022-11-14,4,Gunmen vs Monarch,Imo,2022.0
6180,IBD025685,2022-11-14,2022-11-14,1,Gunmen Attack,Kaduna,2022.0
6181,IBD025682,2022-11-14,2022-11-14,10,Auto Crash,Kaduna,2022.0
6182,IBD025686,2022-11-14,2022-11-14,1,Domestic Violence,Plateau,2022.0
6183,IBD025672,2022-11-14,2022-11-14,2,Auto Crash,Ekiti,2022.0
6184,IBD025669,2022-11-13,2022-11-13,3,Bandits vs Villagers,Kaduna,2022.0
6185,IBD025674,2022-11-13,2022-11-13,2,Gunmen vs Police,Imo,2022.0
6186,IBD025663,2022-11-13,2022-11-13,2,Army vs Terrorists,Kaduna,2022.0
6187,IBD025671,2022-11-13,2022-11-13,3,NAF vs Bandits,Kaduna,2022.0
6188,IBD025684,2022-11-13,2022-11-13,3,Gunmen Attack,Kaduna,2022.0
6189,IBD025678,2022-11-13,2022-11-13,2,Brothers Found Dead,(FCT) Abuja,2022.0
6190,IBD025690,2022-11-13,2022-11-13,12,Army vs Bandits,Kaduna,2022.0
6191,IBD025676,2022-11-13,2022-11-13,1,Tricycle Operator vs Colleague,Ondo,2022.0
6192,IBD025673,2022-11-13,2022-11-13,10,NAF Air Strikes,Kaduna,2022.0
6193,IBD025675,2022-11-13,2022-11-13,1,Police vs Assailant,Plateau,2022.0
6194,IBD025677,2022-11-12,2022-11-12,2,Assassins Kill 2,Delta,2022.0
6195,IBD025664,2022-11-12,2022-11-12,1,Army vs Bandits,Kaduna,2022.0
6196,IBD025658,2022-11-12,2022-11-12,6,Gunmen vs Soldiers,Anambra,2022.0
6197,IBD025666,2022-11-12,2022-11-12,1,Gunmen Attack,Benue,2022.0
6198,IBD028598,2022-11-11,2022-11-11,1,Man vs Mother,Niger,2022.0
6199,IBD025657,2022-11-11,2022-11-11,3,Inferno,Kano,2022.0
6200,IBD025661,2022-11-11,2022-11-11,1,Ritual Killing,Plateau,2022.0
6201,IBD025653,2022-11-11,2022-11-11,1,Son vs Father,Plateau,2022.0
6202,IBD025659,2022-11-11,2022-11-11,3,Bullion Van Attack,Anambra,2022.0
6203,IBD025717,2022-11-11,2022-11-11,1,Kidnap Victim,(FCT) Abuja,2022.0
6204,IBD025667,2022-11-11,2022-11-11,1,Gunmen Attack,Benue,2022.0
6205,IBD025656,2022-11-11,2022-11-11,1,Building Collapse,Oyo,2022.0
6206,IBD025695,2022-11-11,2022-11-11,1,Girl Dies,(FCT) Abuja,2022.0
6207,IBD025652,2022-11-10,2022-11-10,5,Gunmen Attack,Benue,2022.0
6208,IBD025784,2022-11-10,2022-11-10,1,Wife vs Husband,Rivers,2022.0
6209,IBD025651,2022-11-10,2022-11-10,3,Auto Crash,Borno,2022.0
6210,IBD025645,2022-11-10,2022-11-10,3,Stadium Collapse,Delta,2022.0
6211,IBD025758,2022-11-10,2022-11-10,1,Ritual Killing,Ogun,2022.0
6212,IBD025649,2022-11-10,2022-11-10,11,Security Operatives vs Bandit Leader,Kaduna,2022.0
6213,IBD025662,2022-11-10,2022-11-10,1,Bandits vs Farmers,Niger,2022.0
6214,IBD025650,2022-11-10,2022-11-10,24,Army vs Bandits,Zamfara,2022.0
6215,IBD025648,2022-11-10,2022-11-10,1,Motorcyclists vs Robber,Lagos,2022.0
6216,IBD025726,2022-11-09,2022-11-09,1,Woman vs Stepson,Katsina,2022.0
6217,IBD025642,2022-11-09,2022-11-09,1,Witchcraft,Kebbi,2022.0
6218,IBD025660,2022-11-09,2022-11-09,1,Auto Crash,Lagos,2022.0
6219,IBD025627,2022-11-09,2022-11-09,16,Auto Crash,Adamawa,2022.0
6220,IBD025632,2022-11-09,2022-11-09,2,Mob vs Robbers,Enugu,2022.0
6221,IBD025628,2022-11-09,2022-11-09,2,Students Found Dead,Abia,2022.0
6222,IBD025633,2022-11-09,2022-11-09,4,Auto Crash,Ogun,2022.0
6223,IBD025681,2022-11-09,2022-11-09,2,Farmers vs Herders,Jigawa,2022.0
6224,IBD025636,2022-11-09,2022-11-09,2,Bandits Attack,Niger,2022.0
6225,IBD026215,2022-11-09,2022-11-09,1,Woman vs Maid,Enugu,2022.0
6226,IBD025647,2022-11-09,2022-11-09,1,Domestic Violence,Lagos,2022.0
6227,IBD025641,2022-11-09,2022-11-09,21,Auto Crash/Explosion,Kogi,2022.0
6228,IBD025640,2022-11-09,2022-11-09,1,Gun Charm,Adamawa,2022.0
6229,IBD025639,2022-11-08,2022-11-08,1,Herdsmen vs Farmers,Kano,2022.0
6230,IBD025630,2022-11-08,2022-11-08,2,Gunmen Attack,Niger,2022.0
6231,IBD025629,2022-11-08,2022-11-08,1,Gunmen vs Businessman,Niger,2022.0
6232,IBD025813,2022-11-08,2022-11-08,2,Herdsmen Attack,Enugu,2022.0
6233,IBD025635,2022-11-08,2022-11-08,1,Medical Quackery,Enugu,2022.0
6234,IBD025621,2022-11-08,2022-11-08,1,Auto Crash,Enugu,2022.0
6235,IBD025624,2022-11-08,2022-11-08,3,Gunmen vs Police,Anambra,2022.0
6236,IBD025619,2022-11-08,2022-11-08,8,Explosion,Anambra,2022.0
6237,IBD025634,2022-11-08,2022-11-08,4,Gunmen Attack,Plateau,2022.0
6238,IBD026186,2022-11-07,2022-11-07,1,Gunmen vs Police,Imo,2022.0
6239,IBD025631,2022-11-07,2022-11-09,28,Communal Attack,Benue,2022.0
6240,IBD025603,2022-11-07,2022-11-07,3,Auto Crash,Ogun,2022.0
6241,IBD025614,2022-11-07,2022-11-07,43,Banditry,Niger,2022.0
6242,IBD025622,2022-11-07,2022-11-07,2,Auto Crash,Kaduna,2022.0
6243,IBD025655,2022-11-07,2022-11-11,2,Auto Crash,Niger,2022.0
6244,IBD025665,2022-11-07,2022-11-07,1,Banditry,Kaduna,2022.0
6245,IBD025602,2022-11-07,2022-11-07,5,Bandits Kill 5,Niger,2022.0
6246,IBD025607,2022-11-06,2022-11-06,10,Army vs Bandits,Zamfara,2022.0
6247,IBD025620,2022-11-06,2022-11-06,14,Auto Crash,Kano,2022.0
