,Identifier,Start date,End date,Number of deaths,Incident,State,Year
5617,IBD026304,2023-01-30,2023-01-30,1,Banditry,Niger,2023.0
5618,IBD026287,2023-01-30,2023-01-30,1,Found Dead,Anambra,2023.0
5619,IBD026302,2023-01-30,2023-01-30,3,Herders vs Women,Benue,2023.0
5620,IBD026477,2023-01-30,2023-01-30,1,Driver vs Passenger,Lagos,2023.0
5621,IBD026301,2023-01-30,2023-01-30,2,Herdsmen vs Children,Benue,2023.0
5622,IBD026288,2023-01-29,2023-01-29,2,Police vs Robbers,Delta,2023.0
5623,IBD026281,2023-01-29,2023-01-29,3,Gunmen vs Police,Ebonyi,2023.0
5624,IBD026279,2023-01-29,2023-01-29,11,Auto Crash,Ondo,2023.0
5625,IBD026280,2023-01-29,2023-01-29,9,Auto Crash,Lagos,2023.0
5626,IBD026290,2023-01-29,2023-01-29,5,Mysterious Death,Rivers,2023.0
5627,IBD026296,2023-01-29,2023-01-30,2,Herdsmen Attack,Benue,2023.0
5628,IBD026298,2023-01-29,2023-01-29,2,Herdsmen Attack,Benue,2023.0
5629,IBD026333,2023-01-29,2023-01-29,1,Man vs Brother,Lagos,2023.0
5630,IBD026282,2023-01-28,2023-01-28,2,Gunmen vs Soldiers,Enugu,2023.0
5631,IBD026276,2023-01-28,2023-01-28,5,Mine Collapse,Plateau,2023.0
5632,IBD026299,2023-01-28,2023-01-28,1,Herdsmen Attack,Benue,2023.0
5633,IBD026278,2023-01-28,2023-01-28,1,Police vs Robber,(FCT) Abuja,2023.0
5634,IBD026283,2023-01-28,2023-01-28,2,Auto Crash,Bauchi,2023.0
5635,IBD026284,2023-01-28,2023-01-28,32,Army vs Boko Haram,Borno,2023.0
5636,IBD026285,2023-01-28,2023-01-28,1,Medical Negligence,Cross River,2023.0
5637,IBD026277,2023-01-28,2023-01-28,2,Gunmen Attack,Imo,2023.0
5638,IBD026289,2023-01-28,2023-01-28,1,Man vs Colleague,Ebonyi,2023.0
5639,IBD026292,2023-01-27,2023-01-27,2,Banditry,Sokoto,2023.0
5640,IBD026286,2023-01-27,2023-01-27,2,Gunmen vs Vigilante,Ebonyi,2023.0
5641,IBD026267,2023-01-27,2023-01-27,2,Cult Clash,Lagos,2023.0
5642,IBD026269,2023-01-26,2023-01-26,5,Bandits vs Miners,Kaduna,2023.0
5643,IBD026270,2023-01-26,2023-01-26,1,Auto Crash,Kogi,2023.0
5644,IBD026274,2023-01-26,2023-01-26,2,Auto Crash,Bauchi,2023.0
5645,IBD026272,2023-01-26,2023-01-26,7,Auto Crash,Niger,2023.0
5646,IBD026264,2023-01-25,2023-01-25,2,Bandits Kill 2,Niger,2023.0
5647,IBD026262,2023-01-25,2023-01-25,2,Gunmen vs Policemen,Imo,2023.0
5648,IBD026268,2023-01-25,2023-01-25,6,Bandits vs Miners,Niger,2023.0
5649,IBD026254,2023-01-25,2023-01-25,2,Auto Crash,Ondo,2023.0
5650,IBD026259,2023-01-24,2023-01-24,49,NAF vs Herders,Nasarawa,2023.0
5651,IBD026257,2023-01-24,2023-01-24,1,Man vs In-law,Delta,2023.0
5652,IBD026256,2023-01-24,2023-01-24,1,Domestic Violence,Bayelsa,2023.0
5653,IBD026252,2023-01-24,2023-01-24,24,NAF vs Vigilantes,Niger,2023.0
5654,IBD026266,2023-01-24,2023-01-24,1,Gunmen vs Police Officer,Imo,2023.0
5655,IBD026260,2023-01-24,2023-01-24,1,Political Killing,Imo,2023.0
5656,IBD026370,2023-01-24,2023-01-24,2,Gunmen Kill Man,Lagos,2023.0
5657,IBD026261,2023-01-24,2023-01-24,1,Political Violence,Jigawa,2023.0
5658,IBD026255,2023-01-23,2023-01-23,1,Medical Negligence,Rivers,2023.0
5659,IBD026263,2023-01-23,2023-01-23,1,Woman vs Step-son,Benue,2023.0
5660,IBD026248,2023-01-23,2023-01-23,1,Army vs Bandit,Kaduna,2023.0
5661,IBD026249,2023-01-23,2023-01-24,29,Army vs ISWAP,Borno,2023.0
5662,IBD026251,2023-01-23,2023-01-23,1,Driver Drowns,Lagos,2023.0
5663,IBD026373,2023-01-23,2023-01-23,6,Found Dead,Lagos,2023.0
5664,IBD026245,2023-01-23,2023-01-23,2,Herdsmen Attack,Delta,2023.0
5665,IBD026382,2023-01-23,2023-01-23,3,Army vs Kidnappers,Kaduna,2023.0
5666,IBD026622,2023-01-23,2023-01-23,1,Hoodlums vs Man,Ebonyi,2023.0
5667,IBD026250,2023-01-23,2023-01-23,1,Ritual Killing,Kaduna,2023.0
5668,IBD026247,2023-01-23,2023-01-23,2,Army vs Bandits,Kaduna,2023.0
5669,IBD026237,2023-01-23,2023-01-23,2,Auto Crash,Lagos,2023.0
5670,IBD026244,2023-01-23,2023-01-23,37,Security Operatives vs Bandits,Niger,2023.0
5671,IBD026238,2023-01-22,2023-01-22,1,Gunmen Attack,Imo,2023.0
5672,IBD026275,2023-01-22,2023-01-22,1,Mob vs Gunman,Delta,2023.0
5673,IBD026372,2023-01-22,2023-01-22,5,Found Dead,Lagos,2023.0
5674,IBD028004,2023-01-22,2023-01-22,1,Domestic Violence,Ogun,2023.0
5675,IBD026253,2023-01-22,2023-01-22,1,Robbers vs Man,Lagos,2023.0
5676,IBD026239,2023-01-22,2023-01-22,3,Police vs Kidnappers,Kwara,2023.0
5677,IBD026243,2023-01-22,2023-01-22,2,Hoodlums Kill 2,Anambra,2023.0
5678,IBD026231,2023-01-21,2023-01-21,2,2 Die Inside Pit,Kano,2023.0
5679,IBD026236,2023-01-21,2023-01-21,1,Police vs Kidnappers,Adamawa,2023.0
5680,IBD026233,2023-01-21,2023-01-21,5,Gunmen Kill 4,Bauchi,2023.0
5681,IBD026234,2023-01-21,2023-01-21,1,Auto Crash,Bayelsa,2023.0
5682,IBD026246,2023-01-20,2023-01-20,1,Police vs Kidnappers,Plateau,2023.0
5683,IBD026227,2023-01-20,2023-01-20,1,Land Grabbers vs Commercial Motorcyclist,Osun,2023.0
5684,IBD026232,2023-01-20,2023-01-20,1,Bandits vs Councillor,Niger,2023.0
5685,IBD026222,2023-01-20,2023-01-20,2,Cult Clash,Osun,2023.0
5686,IBD026228,2023-01-20,2023-01-20,1,Gunmen vs Ebubeagu Commander,Ebonyi,2023.0
5687,IBD026241,2023-01-20,2023-01-20,1,Assailants vs Man,Kogi,2023.0
5688,IBD026798,2023-01-20,2023-01-26,4,Mysterious Deaths,Enugu,2023.0
5689,IBD026225,2023-01-20,2023-01-20,1,Political Violence,Edo,2023.0
5690,IBD026229,2023-01-20,2023-01-20,2,Gunmen vs Party Members,Ebonyi,2023.0
5691,IBD026226,2023-01-19,2023-01-19,1,Vigilante vs Colleague,Edo,2023.0
5692,IBD026235,2023-01-19,2023-01-19,1,Police vs Man,Kano,2023.0
5693,IBD026220,2023-01-19,2023-01-19,9,Fulani Herdsmen Attack,Benue,2023.0
5694,IBD026211,2023-01-18,2023-01-18,3,Police vs Gunmen,Imo,2023.0
5695,IBD026223,2023-01-18,2023-01-18,3,Fulani Herdsmen Attack,Edo,2023.0
5696,IBD026209,2023-01-18,2023-01-18,1,Building Collapse,Lagos,2023.0
5697,IBD026203,2023-01-18,2023-01-18,4,Auto Crash,Ondo,2023.0
5698,IBD026219,2023-01-18,2023-01-18,5,Army vs Bandits,Zamfara,2023.0
5699,IBD026368,2023-01-18,2023-01-18,1,Gunmen Attack,Lagos,2023.0
5700,IBD026214,2023-01-18,2023-01-18,1,Police Kill Kidnapper,Delta,2023.0
5701,IBD026205,2023-01-17,2023-01-17,1,Auto Crash,Plateau,2023.0
5702,IBD026204,2023-01-17,2023-01-17,1,Man Murdered,Rivers,2023.0
5703,IBD026212,2023-01-17,2023-01-17,6,Gunmen vs Vigilantes,Kaduna,2023.0
5704,IBD026196,2023-01-17,2023-01-17,3,Bandits Kill 3,Katsina,2023.0
5705,IBD026193,2023-01-17,2023-01-17,1,Police vs Protester,Niger,2023.0
5706,IBD026218,2023-01-17,2023-01-17,5,Army vs Bandits,Kebbi,2023.0
5707,IBD026199,2023-01-17,2023-01-17,3,Cultists vs Policeman,Abia,2023.0
5708,IBD026217,2023-01-17,2023-01-18,3,Army vs Bandits,Katsina,2023.0
5709,IBD026200,2023-01-17,2023-01-17,1,Police vs Traders,Lagos,2023.0
5710,IBD026379,2023-01-17,2023-01-17,40,Troops vs Bandits,Niger,2023.0
5711,IBD026207,2023-01-17,2023-01-17,3,Herdsmen Attack,Ondo,2023.0
5712,IBD026197,2023-01-16,2023-01-16,1,Mob vs Thief,Delta,2023.0
5713,IBD026202,2023-01-16,2023-01-16,1,Food Poisoning,Lagos,2023.0
5714,IBD026201,2023-01-16,2023-01-16,20,Army vs Bandits,Sokoto,2023.0
5715,IBD026213,2023-01-16,2023-01-16,1,Police vs Kidnapper,Delta,2023.0
5716,IBD026383,2023-01-16,2023-01-16,20,Army vs Boko Haram,Borno,2023.0
5717,IBD026198,2023-01-16,2023-01-16,2,Army vs Bandits,Kaduna,2023.0
5718,IBD026210,2023-01-16,2023-01-16,2,Police vs Armed Robbers,Delta,2023.0
5719,IBD026180,2023-01-15,2023-01-15,1,Auto Crash,Lagos,2023.0
5720,IBD026168,2023-01-15,2023-01-15,1,Gunmen Attack INEC Office,Enugu,2023.0
5721,IBD026185,2023-01-15,2023-01-15,18,Auto Crash,Kebbi,2023.0
5722,IBD026206,2023-01-15,2023-01-15,4,Cult Clash,Edo,2023.0
5723,IBD026208,2023-01-15,2023-01-15,1,Auto Crash,Ebonyi,2023.0
5724,IBD026173,2023-01-15,2023-01-15,1,Bandits vs Priest,Niger,2023.0
5725,IBD026810,2023-01-15,2023-01-15,1,Kidnap Victim,Lagos,2023.0
5726,IBD026175,2023-01-15,2023-01-15,6,Auto Crash,(FCT) Abuja,2023.0
5727,IBD026380,2023-01-14,2023-01-14,10,Army vs Boko Haram,Borno,2023.0
5728,IBD026184,2023-01-14,2023-01-14,1,Electrocution,Enugu,2023.0
5729,IBD026216,2023-01-14,2023-01-14,1,Robbers vs Man,Kogi,2023.0
5730,IBD026176,2023-01-14,2023-01-14,2,Auto Crash,Plateau,2023.0
5731,IBD026178,2023-01-14,2023-01-14,2,Gunmen vs Vigilante,Kwara,2023.0
5732,IBD026181,2023-01-14,2023-01-14,1,Man vs Mother,Delta,2023.0
5733,IBD026174,2023-01-14,2023-01-14,1,Youths vs Village Head,Niger,2023.0
5734,IBD026177,2023-01-14,2023-01-14,1,Assailants vs Woman,Ondo,2023.0
5735,IBD026224,2023-01-14,2023-01-14,1,Drug Abuse,Lagos,2023.0
5736,IBD026179,2023-01-14,2023-01-14,1,Domestic Violence,Rivers,2023.0
5737,IBD026166,2023-01-14,2023-01-14,12,Auto Crash,Plateau,2023.0
5738,IBD026172,2023-01-14,2023-01-14,1,Police vs Bandits,Kaduna,2023.0
5739,IBD026164,2023-01-14,2023-01-14,5,Auto Crash,Bauchi,2023.0
5740,IBD026167,2023-01-14,2023-01-14,1,Gunmen vs Policeman,Imo,2023.0
5741,IBD026159,2023-01-14,2023-01-14,10,Auto Crash,Ogun,2023.0
5742,IBD026165,2023-01-14,2023-01-14,4,Gunmen Attack,Imo,2023.0
5743,IBD026271,2023-01-14,2023-01-14,2,Police vs Man,Lagos,2023.0
5744,IBD026498,2023-01-14,2023-01-14,1,Driver vs Businessman,Ondo,2023.0
5745,IBD026194,2023-01-13,2023-01-13,1,Youth Dies,(FCT) Abuja,2023.0
5746,IBD026169,2023-01-13,2023-01-13,20,Army vs ISWAP,Borno,2023.0
5747,IBD026191,2023-01-13,2023-01-13,1,Mob vs Man,(FCT) Abuja,2023.0
5748,IBD026158,2023-01-13,2023-01-13,8,Auto Crash,Abia,2023.0
5749,IBD026151,2023-01-13,2023-01-13,4,Inferno,Kaduna,2023.0
5750,IBD027548,2023-01-13,2023-01-13,1,Woman Dies,Delta,2023.0
5751,IBD026195,2023-01-13,2023-01-13,1,Police vs Cultist,Delta,2023.0
5752,IBD026192,2023-01-13,2023-01-13,2,Vigilantes vs Bandits,Nasarawa,2023.0
5753,IBD026154,2023-01-12,2023-01-13,2,Gunmen vs Vigilante Group,Delta,2023.0
5754,IBD026156,2023-01-12,2023-01-12,2,Cult Clash,Delta,2023.0
5755,IBD026162,2023-01-12,2023-01-12,2,Army vs Terrorists,Nasarawa,2023.0
5756,IBD026385,2023-01-12,2023-01-12,10,Security Operatives vs Bandits,Zamfara,2023.0
5757,IBD026148,2023-01-12,2023-01-12,2,Kidnappers vs Police,Edo,2023.0
5758,IBD026384,2023-01-12,2023-01-12,10,Security Operatives vs Bandits,Zamfara,2023.0
5759,IBD026147,2023-01-12,2023-01-12,5,Gunmen Attack,Anambra,2023.0
5760,IBD026160,2023-01-11,2023-01-11,1,Jet Ski Rider Drowns,Lagos,2023.0
5761,IBD026152,2023-01-11,2023-01-11,5,Army vs IPOB/ESN,Imo,2023.0
5762,IBD026145,2023-01-11,2023-01-11,2,Bandits Kill Community Leader,Kaduna,2023.0
5763,IBD026155,2023-01-11,2023-01-11,1,Auto Crash,Niger,2023.0
5764,IBD026153,2023-01-11,2023-01-11,2,Army vs Bandits,Kaduna,2023.0
5765,IBD026140,2023-01-10,2023-01-10,1,Auto Crash,(FCT) Abuja,2023.0
5766,IBD026142,2023-01-10,2023-01-10,4,Gunmen Kill 4,Anambra,2023.0
5767,IBD026146,2023-01-10,2023-01-10,1,Gunmen Kill Man,(FCT) Abuja,2023.0
5768,IBD026149,2023-01-10,2023-01-10,2,Gunmen vs Intending Couple,Imo,2023.0
5769,IBD026183,2023-01-10,2023-01-10,2,Policemen vs Bandits,Bauchi,2023.0
5770,IBD026134,2023-01-09,2023-01-09,4,Auto Crash,Ondo,2023.0
5771,IBD026129,2023-01-09,2023-01-09,2,Yoruba Nation Agitators,Lagos,2023.0
5772,IBD026141,2023-01-09,2023-01-09,1,Security Operative vs Tanker Driver,Rivers,2023.0
5773,IBD026135,2023-01-09,2023-01-09,19,Bandits vs Security Operatives,Kaduna,2023.0
5774,IBD026230,2023-01-09,2023-01-09,1,One Killed,Benue,2023.0
5775,IBD026182,2023-01-09,2023-01-09,1,Bandits vs Man,Bauchi,2023.0
5776,IBD026130,2023-01-08,2023-01-08,1,Cult Killing,Anambra,2023.0
5777,IBD026143,2023-01-08,2023-01-08,1,Robbers vs Student,Anambra,2023.0
5778,IBD026157,2023-01-08,2023-01-08,1,Herdsmen vs Farmer,Kwara,2023.0
5779,IBD026136,2023-01-08,2023-01-08,12,Auto Crash,Sokoto,2023.0
5780,IBD026123,2023-01-07,2023-01-07,1,Auto Crash,Ogun,2023.0
5781,IBD026115,2023-01-07,2023-01-07,2,Man vs Step-Mother,Kano,2023.0
5782,IBD026121,2023-01-07,2023-01-07,2,Cultism,Rivers,2023.0
5783,IBD026171,2023-01-07,2023-01-07,2,Policemen vs Bandits,Bauchi,2023.0
5784,IBD026150,2023-01-07,2023-01-07,1,Hotelier,Ogun,2023.0
5785,IBD026131,2023-01-07,2023-01-07,1,Suspected Robber,Lagos,2023.0
5786,IBD026118,2023-01-07,2023-01-07,2,Police vs Gunrunners,Zamfara,2023.0
5787,IBD026381,2023-01-07,2023-01-07,2,Police vs Gunmen,Zamfara,2023.0
5788,IBD026968,2023-01-07,2023-01-07,1,Ritual Killing,Ogun,2023.0
5789,IBD026161,2023-01-06,2023-01-06,1,Auto Crash,Oyo,2023.0
5790,IBD026138,2023-01-06,2023-01-06,1,Domestic Violence,Lagos,2023.0
5791,IBD026112,2023-01-06,2023-01-06,3,Auto Crash,Ogun,2023.0
5792,IBD026120,2023-01-06,2023-01-06,1,Gunmen Kill 1,Delta,2023.0
5793,IBD026132,2023-01-06,2023-01-06,1,Auto Crash,Lagos,2023.0
5794,IBD026144,2023-01-05,2023-01-05,1,Bandits Kill 1,Kaduna,2023.0
5795,IBD026109,2023-01-05,2023-01-05,1,Man vs Wife,Bauchi,2023.0
5796,IBD026133,2023-01-05,2023-01-05,1,Cult Killing,Ondo,2023.0
5797,IBD026580,2023-01-05,2023-01-05,1,One Dead,Abia,2023.0
5798,IBD026139,2023-01-05,2023-01-05,1,Man Dies,Anambra,2023.0
5799,IBD026122,2023-01-04,2023-01-04,1,Siblings in Fraud,Delta,2023.0
5800,IBD026101,2023-01-04,2023-01-04,1,Gunmen Kill Vigilante,Anambra,2023.0
5801,IBD026082,2023-01-04,2023-01-04,1,Communal Clash,Ondo,2023.0
5802,IBD026093,2023-01-04,2023-01-04,3,Police vs Kidnappers,Bauchi,2023.0
5803,IBD026128,2023-01-04,2023-01-04,1,Man in Police Cell,Abia,2023.0
5804,IBD026111,2023-01-04,2023-01-04,7,Auto Crash,Kano,2023.0
5805,IBD026116,2023-01-04,2023-01-04,3,Police vs Bandits,Nasarawa,2023.0
5806,IBD026113,2023-01-04,2023-01-04,18,Auto Crash,Bauchi,2023.0
5807,IBD026124,2023-01-04,2023-01-04,1,Police Kill Robber,Edo,2023.0
5808,IBD026126,2023-01-04,2023-01-04,1,Police vs Terrorist,Katsina,2023.0
5809,IBD026098,2023-01-03,2023-01-03,5,Cult War,Delta,2023.0
5810,IBD026107,2023-01-03,2023-01-03,1,Boy Drowns,Delta,2023.0
5811,IBD026077,2023-01-03,2023-01-03,2,Auto Crash,Kwara,2023.0
5812,IBD026105,2023-01-03,2023-01-03,3,Cultists Kill Man,Anambra,2023.0
5813,IBD026095,2023-01-03,2023-01-03,20,Boat Mishap,Kebbi,2023.0
5814,IBD026081,2023-01-03,2023-01-03,1,Auto Crash,Lagos,2023.0
5815,IBD026076,2023-01-03,2023-01-03,15,Auto Crash,Kogi,2023.0
5816,IBD026092,2023-01-03,2023-01-03,4,Youths Killed,Ondo,2023.0
5817,IBD026291,2023-01-03,2023-01-03,1,One Killed,Oyo,2023.0
5818,IBD026083,2023-01-03,2023-01-03,1,Son vs Father,Akwa Ibom,2023.0
5819,IBD026099,2023-01-02,2023-01-02,2,Couple Found Dead,Kano,2023.0
5820,IBD026075,2023-01-02,2023-01-02,1,Police vs Bandit,Katsina,2023.0
5821,IBD026087,2023-01-02,2023-01-02,1,Gunmen Attack,Nasarawa,2023.0
5822,IBD026100,2023-01-02,2023-01-02,1,Army Officer vs Passenger,(FCT) Abuja,2023.0
5823,IBD026085,2023-01-02,2023-01-02,4,Policemen Killed in Ohakim Convoy,Imo,2023.0
5824,IBD026091,2023-01-02,2023-01-02,1,Gunmen Attack,Anambra,2023.0
5825,IBD026356,2023-01-02,2023-01-02,1,Medical Negligence,Bauchi,2023.0
5826,IBD026781,2023-01-02,2023-01-02,1,Medical Negligence,Delta,2023.0
5827,IBD026102,2023-01-02,2023-01-02,1,Sex Romp,Ekiti,2023.0
5828,IBD026088,2023-01-01,2023-01-03,3,Army vs Bandits,Kaduna,2023.0
5829,IBD026072,2023-01-01,2023-01-01,3,Hoodlums vs Couple,Ogun,2023.0
5830,IBD026096,2023-01-01,2023-01-01,32,Army vs Boko Haram,Borno,2023.0
5831,IBD026074,2023-01-01,2023-01-01,5,Auto Crash,Oyo,2023.0
5832,IBD026090,2023-01-01,2023-01-01,2,Gunmen Attack,Imo,2023.0
5833,IBD026089,2023-01-01,2023-01-01,4,Gunmen Attack,Anambra,2023.0
5834,IBD026125,2023-01-01,2023-01-01,1,Police vs Hoodlum,Katsina,2023.0
5835,IBD026103,2023-01-01,2023-01-01,1,Police Kill Bandit,Zamfara,2023.0
5836,IBD026078,2023-01-01,2023-01-01,7,Auto Crash,Bauchi,2023.0
5837,IBD026069,2023-01-01,2023-01-01,1,Gunmen vs Ebubeagu Commander,Ebonyi,2023.0
5838,IBD026079,2023-01-01,2023-01-01,1,Auto Crash,Ogun,2023.0
5839,IBD026080,2023-01-01,2023-01-01,7,Auto Crash,Ogun,2023.0
5840,IBD028056,2023-01-01,2023-06-30,5,Ritualist Shrine,Oyo,2023.0
5841,IBD026110,2023-01-01,2023-01-01,1,Woman vs Co-wife,Bauchi,2023.0
5842,IBD028043,,,1,Police Kill Kidnapper,Yobe,
5843,IBD026331,2022-12-31,2022-12-31,1,Assailants vs Man,Delta,2022.0
5844,IBD026163,2022-12-31,2022-12-31,3,Communal Clash,Delta,2022.0
5845,IBD026097,2022-12-31,2022-12-31,2,Political Issue,Sokoto,2022.0
5846,IBD026117,2022-12-31,2022-12-31,20,Police vs Bandits,Bauchi,2022.0
5847,IBD026094,2022-12-31,2022-12-31,10,Police vs Kidnappers/Bandits,Bauchi,2022.0
5848,IBD026086,2022-12-31,2022-12-31,4,Auto Crash,Niger,2022.0
5849,IBD026070,2022-12-30,2022-12-30,2,Inferno,Akwa Ibom,2022.0
5850,IBD026040,2022-12-29,2022-12-29,3,Auto Crash,Delta,2022.0
5851,IBD026084,2022-12-29,2022-12-29,1,Kidnappers Kill Doctor,Delta,2022.0
5852,IBD026037,2022-12-29,2022-12-29,4,Bomb Blast,Kogi,2022.0
5853,IBD026061,2022-12-29,2022-12-29,1,Motorist Dies,Oyo,2022.0
5854,IBD026052,2022-12-29,2022-12-29,32,Banditry,Bauchi,2022.0
5855,IBD026044,2022-12-28,2022-12-28,3,Political Supremacy,Ebonyi,2022.0
5856,IBD026043,2022-12-28,2022-12-28,2,Auto Crash,Kogi,2022.0
5857,IBD026240,2022-12-28,2022-12-28,1,Man vs Security Guard,Ondo,2022.0
5858,IBD026063,2022-12-28,2022-12-28,1,Assailants vs Policeman,Bayelsa,2022.0
5859,IBD026039,2022-12-28,2022-12-28,1,Political Violence,Oyo,2022.0
5860,IBD026108,2022-12-28,2022-12-28,3,Ritual Killing,Ogun,2022.0
5861,IBD026055,2022-12-28,2022-12-28,1,Police vs Kidnappers,Delta,2022.0
5862,IBD026054,2022-12-28,2022-12-28,1,Gunmen Attack,Katsina,2022.0
5863,IBD026060,2022-12-28,2022-12-28,6,Auto Crash,Imo,2022.0
5864,IBD026033,2022-12-28,2022-12-28,7,Auto Crash,Ogun,2022.0
5865,IBD026032,2022-12-27,2022-12-27,1,Auto Crash ,Lagos,2022.0
5866,IBD026028,2022-12-27,2022-12-27,7,Auto Crash,Niger,2022.0
5867,IBD026057,2022-12-27,2022-12-27,10,Banditry,Sokoto,2022.0
5868,IBD026034,2022-12-27,2022-12-27,11,Auto Crash,Niger,2022.0
5869,IBD026038,2022-12-27,2022-12-27,1,Boko Haram Explosion,Niger,2022.0
5870,IBD026036,2022-12-27,2022-12-27,1,Auto Crash,Ekiti,2022.0
5871,IBD026046,2022-12-27,2022-12-27,1,Assaliant vs Man,Lagos,2022.0
5872,IBD026035,2022-12-27,2022-12-27,8,Auto Crash,Cross River,2022.0
5873,IBD026056,2022-12-27,2022-12-27,10,Banditry,Sokoto,2022.0
5874,IBD026042,2022-12-27,2022-12-27,10,Banditry,Sokoto,2022.0
5875,IBD026029,2022-12-27,2022-12-27,10,Auto Crash,Oyo,2022.0
5876,IBD026030,2022-12-27,2022-12-27,3,Auto Crash,Akwa Ibom,2022.0
5877,IBD026047,2022-12-26,2022-12-26,3,3 Drown,Lagos,2022.0
5878,IBD026051,2022-12-26,2022-12-26,2,Assailants Attack,Imo,2022.0
5879,IBD026049,2022-12-26,2022-12-26,3,Ritual Killing,Oyo,2022.0
5880,IBD026025,2022-12-26,2022-12-26,1,Auto Crash,Bauchi,2022.0
5881,IBD026064,2022-12-26,2022-12-26,4,Bandits Attack,Zamfara,2022.0
5882,IBD026067,2022-12-26,2022-12-26,8,Boko Haram Attack,Borno,2022.0
5883,IBD026258,2022-12-26,2022-12-26,3,Robbers Kill Drivers,Edo,2022.0
5884,IBD026068,2022-12-26,2022-12-26,20,Boko Haram Attack,Borno,2022.0
5885,IBD026018,2022-12-26,2022-12-26,1,Auto Crash,Ebonyi,2022.0
5886,IBD026008,2022-12-25,2022-12-25,1,Police vs Female Lawyer,Lagos,2022.0
5887,IBD026007,2022-12-25,2022-12-25,1,Man vs Lady,Cross River,2022.0
5888,IBD026021,2022-12-25,2022-12-25,4,Gunmen Attack,Delta,2022.0
5889,IBD026005,2022-12-25,2022-12-25,3,Auto Crash,Ogun,2022.0
5890,IBD026012,2022-12-25,2022-12-25,5,Auto Crash,Kaduna,2022.0
5891,IBD026020,2022-12-25,2022-12-25,1,Gunmen Attack,Kaduna,2022.0
5892,IBD026031,2022-12-25,2022-12-25,8,Auto Crash,Rivers,2022.0
5893,IBD029157,2022-12-25,2022-12-25,1,Robbers vs Jogger,(FCT) Abuja,2022.0
5894,IBD026004,2022-12-25,2022-12-25,6,Auto Crash,Bauchi,2022.0
5895,IBD026048,2022-12-25,2022-12-28,1,Assailants Attack,Enugu,2022.0
5896,IBD026013,2022-12-25,2022-12-25,4,Kidnappers vs Siblings,Taraba,2022.0
5897,IBD026014,2022-12-25,2022-12-25,1,Thief vs Jogger,(FCT) Abuja,2022.0
5898,IBD026016,2022-12-24,2022-12-24,17,Boko Haram vs Herders,Borno,2022.0
5899,IBD025988,2022-12-24,2022-12-24,2,Auto Crash,Anambra,2022.0
5900,IBD026011,2022-12-24,2022-12-24,3,Banditry,Kebbi,2022.0
5901,IBD026017,2022-12-24,2022-12-24,2,Auto Crash,Akwa Ibom,2022.0
5902,IBD026006,2022-12-24,2022-12-24,1,Cow Kills Youth,Bayelsa,2022.0
5903,IBD026119,2022-12-24,2022-12-24,1,Robber,Lagos,2022.0
5904,IBD026041,2022-12-24,2022-12-24,2,Police vs Kidnappers,Delta,2022.0
5905,IBD026137,2022-12-24,2023-01-01,5,Man kill Family Members,Enugu,2022.0
5906,IBD026003,2022-12-24,2022-12-24,2,Police vs Robbers,Lagos,2022.0
5907,IBD026065,2022-12-24,2022-12-24,1,Mob vs Phone Thief,Delta,2022.0
5908,IBD026024,2022-12-24,2022-12-24,1,Gunmen Attack,Plateau,2022.0
5909,IBD026221,2022-12-24,2022-12-24,2,Herdsmen Attack,Enugu,2022.0
5910,IBD026058,2022-12-23,2022-12-23,1,Found Dead,Anambra,2022.0
5911,IBD026062,2022-12-23,2022-12-23,1,Man vs Colleague,(FCT) Abuja,2022.0
5912,IBD025998,2022-12-23,2022-12-23,2,Bandits vs Village Head,Niger,2022.0
5913,IBD029099,2022-12-23,2022-12-23,1,Bandits Kill Captive,(FCT) Abuja,2022.0
5914,IBD025997,2022-12-22,2022-12-22,10,Banditry,Kaduna,2022.0
5915,IBD026001,2022-12-22,2022-12-22,2,Gunmen vs Vigilante,Anambra,2022.0
5916,IBD025981,2022-12-22,2022-12-22,4,Auto Crash,Ogun,2022.0
5917,IBD026010,2022-12-22,2022-12-22,3,Inferno,(FCT) Abuja,2022.0
5918,IBD025993,2022-12-22,2022-12-22,1,Banditry,Niger,2022.0
5919,IBD025989,2022-12-22,2022-12-22,4,Army vs Bandits,Kaduna,2022.0
5920,IBD025999,2022-12-22,2022-12-22,1,Boat Mishap,Lagos,2022.0
5921,IBD026000,2022-12-22,2022-12-22,26,Army vs Boko Haram,Borno,2022.0
5922,IBD025982,2022-12-22,2022-12-22,1,Auto Crash,Lagos,2022.0
5923,IBD026027,2022-12-22,2022-12-22,1,Bandits vs Pregnant Woman,Niger,2022.0
5924,IBD025994,2022-12-22,2022-12-22,2,Army vs Bandits,Kaduna,2022.0
5925,IBD025992,2022-12-22,2022-12-22,4,Army vs Bandits,Kaduna,2022.0
5926,IBD025984,2022-12-21,2022-12-27,119,Army vs Boko Haram,Borno,2022.0
5927,IBD025986,2022-12-21,2022-12-21,12,Police vs Bandits,Zamfara,2022.0
5928,IBD026009,2022-12-21,2022-12-21,1,Kidnappers vs Woman,Kogi,2022.0
5929,IBD025975,2022-12-21,2022-12-21,2,Auto Crash,Delta,2022.0
5930,IBD025969,2022-12-21,2022-12-21,2,Gunmen vs Police,Kogi,2022.0
5931,IBD025972,2022-12-21,2022-12-21,11,Electrocution,Kaduna,2022.0
